Name,Height(cm),Team,Year
Edimilson Fernandes,186,West Ham United,2018
Manolo Gabbiadini,186,Southampton FC,2018
Jóhann Guðmundsson,186,Burnley FC,2018
Tomer Hemed,186,Brighton & Hove Albion,2018
Laurent Koscielny,186,Arsenal FC,2018
Luka Milivojević,186,Crystal Palace,2018
Glenn Murray,186,Brighton & Hove Albion,2018
Stefano Okaka,186,Watford FC,2018
Marcos Rojo,186,Manchester United,2018
Abdelhamid Sabiri,186,Huddersfield Town,2018
Morgan Schneiderlin,186,Everton FC,2018
Gylfi Sigurðsson,186,Everton FC,2018
Julian Speroni,186,Crystal Palace,2018
Dujon Sterling,186,Chelsea FC,2018
Sam Vokes,186,Burnley FC,2018
Joel Ward,186,Crystal Palace,2018
Joe Willock,186,Arsenal FC,2018
Granit Xhaka,186,Arsenal FC,2018
Marvin Zeegelaar,186,Watford FC,2018
Charlie Adam,185,Stoke City,2018
Ross Barkley,185,Chelsea FC,2018
Ashley Barnes,185,Burnley FC,2018
Yohan Benalouane,185,Leicester City,2018
Yannick Bolasie,185,Everton FC,2018
Tyrese Campbell,185,Stoke City,2018
Nathaniel Chalobah,185,Watford FC,2018
Ciaran Clark,185,Newcastle United,2018
Steve Cook,185,AFC Bournemouth,2018
Jack Cork,185,Burnley FC,2018
Mame Diouf,185,Stoke City,2018
Timothy Fosu-Mensah,185,Crystal Palace,2018
Jeff Hendrick,185,Burnley FC,2018
Pierre-Emile Højbjerg,185,Southampton FC,2018
Will Hughes,185,Watford FC,2018
Kelechi Iheanacho,185,Leicester City,2018
Daryl Janmaat,185,Watford FC,2018
Curtis Jones,185,Liverpool FC,2018
Phil Jones,185,Manchester United,2018
Jürgen Locadia,185,Brighton & Hove Albion,2018
Cuco Martina,185,Everton FC,2018
Bruno Martins Indi,185,Stoke City,2018
Conor Masterson,185,Liverpool FC,2018
Aleš Matějů,185,Brighton & Hove Albion,2018
Benjamin Mendy,185,Manchester City,2018
Wes Morgan,185,Leicester City,2018
Lukas Nmecha,185,Manchester City,2018
 Pedro Obiang,185,West Ham United,2018
Jordan Pickford,185,Everton FC,2018
Davy Pröpper,185,Brighton & Hove Albion,2018
Marcus Rashford,185,Manchester United,2018
Declan Rice,185,West Ham United,2018
Jay Rodriguez,185,West Bromwich Albion,2018
Tommy Smith,185,Huddersfield Town,2018
Lasse Sørensen,185,Stoke City,2018
Dale Stephens,185,Brighton & Hove Albion,2018
Jack Stephens,185,Southampton FC,2018
James Tarkowski,185,Burnley FC,2018
Danny Welbeck,185,Arsenal FC,2018
Gareth Barry,184,West Bromwich Albion,2018
Claudio Bravo,184,Manchester City,2018
José Cholevas,184,Watford FC,2018
 Danilo,184,Manchester City,2018
Joshua Dasilva,184,Arsenal FC,2018
Momo Diamé,184,Newcastle United,2018
Nathan Ferguson,184,West Bromwich Albion,2018
Andy King,184,Swansea City,2018
Érik Lamela,184,Tottenham Hotspur,2018
Mario Lemina,184,Southampton FC,2018
Lys Mousset,184,AFC Bournemouth,2018
Shkodran Mustafi,184,Arsenal FC,2018
 Richarlison,184,Watford FC,2018
Mathew Ryan,184,Brighton & Hove Albion,2018
Jonjo Shelvey,184,Newcastle United,2018
Heung-min Son,184,Tottenham Hotspur,2018
Stephen Ward,184,Burnley FC,2018
Gaëtan Bong,183,Brighton & Hove Albion,2018
Cameron Borthwick-Jackson,183,Manchester United,2018
Sam Byram,183,West Ham United,2018
Michael Collins,183,Everton FC,2018
Troy Deeney,183,Watford FC,2018
Abdoulaye Doucouré,183,Watford FC,2018
Paul Dummett,183,Newcastle United,2018
Darren Fletcher,183,Stoke City,2018
Dan Gosling,183,AFC Bournemouth,2018
Demarai Gray,183,Leicester City,2018
Rakeem Harper,183,West Bromwich Albion,2018
Jordan Hugill,183,West Ham United,2018
Alex Iwobi,183,Arsenal FC,2018
Kyle Jameson,183,West Bromwich Albion,2018
Sead Kolašinac,183,Arsenal FC,2018
Dean Marney,183,Burnley FC,2018
Dwight McNeil,183,Burnley FC,2018
Wilfred Ndidi,183,Leicester City,2018
Mikael Ndjoli,183,AFC Bournemouth,2018
 Oriol Romeu,183,Southampton FC,2018
David Ospina,183,Arsenal FC,2018
Nicolás Otamendi,183,Manchester City,2018
Matthew Phillips,183,West Bromwich Albion,2018
Erik Pieters,183,Stoke City,2018
Hal Robson-Kanu,183,West Bromwich Albion,2018
Bakary Sako,183,Crystal Palace,2018
Leroy Sané,183,Manchester City,2018
Ramadan Sobhi,183,Stoke City,2018
Junior Stanislas,183,AFC Bournemouth,2018
Charlie Taylor,183,Burnley FC,2018
Cenk Tosun,183,Everton FC,2018
Michel Vorm,183,Tottenham Hotspur,2018
Jon Walters,183,Burnley FC,2018
Aaron Wan-Bissaka,183,Crystal Palace,2018
Dean Whitehead,183,Huddersfield Town,2018
Ashley Williams,183,Everton FC,2018
Ethan Ampadu,182,Chelsea FC,2018
 Ander Herrera,182,Manchester United,2018
Jordan Ayew,182,Swansea City,2018
Moritz Bauer,182,Stoke City,2018
Wilfried Bony,182,Swansea City,2018
Calum Chambers,182,Arsenal FC,2018
Matteo Darmian,182,Manchester United,2018
Christian Eriksen,182,Tottenham Hotspur,2018
Anthony Gordon,182,Everton FC,2018
Florent Hadergjonaj,182,Huddersfield Town,2018
 Jesús Gámez,182,Newcastle United,2018
 Kenedy,182,Newcastle United,2018
Jonathan Leko,182,West Bromwich Albion,2018
Chancel Mbemba,182,Newcastle United,2018
Oumar Niasse,182,Everton FC,2018
Tashan Oakley-Boothe,182,Tottenham Hotspur,2018
Roberto Pereyra,182,Watford FC,2018
Jaïro Riedewald,182,Crystal Palace,2018
Daniel Williams,182,Huddersfield Town,2018
Claudio Yacob,182,West Bromwich Albion,2018
Davide Zappacosta,182,Chelsea FC,2018
 Bruno Saltor,181,Brighton & Hove Albion,2018
André Carrillo,181,Watford FC,2018
Ben Chilwell,181,Leicester City,2018
Ben Davies,181,Tottenham Hotspur,2018
Kevin De Bruyne,181,Manchester City,2018
Pascal Groß,181,Brighton & Hove Albion,2018
Matty James,181,Leicester City,2018
Adnan Marić,181,Swansea City,2018
Anthony Martial,181,Manchester United,2018
Sam McQueen,181,Southampton FC,2018
Kyle Naughton,181,Swansea City,2018
 Roberto Firmino,181,Liverpool FC,2018
Jerome Sinclair,181,Watford FC,2018
Dušan Tadić,181,Southampton FC,2018
Andros Townsend,181,Crystal Palace,2018
Rajiv van La Parra,181,Huddersfield Town,2018
Ibrahim Afellay,180,Stoke City,2018
Nathan Aké,180,AFC Bournemouth,2018
Trent Alexander-Arnold,180,Liverpool FC,2018
Michail Antonio,180,West Ham United,2018
Phil Bardsley,180,Burnley FC,2018
Saido Berahino,180,Stoke City,2018
Daley Blind,180,Manchester United,2018
George Byers,180,Swansea City,2018
Tom Davies,180,Everton FC,2018
Grady Diangana,180,West Ham United,2018
Demeaco Duhaney,180,Manchester City,2018
Luke Garbutt,180,Everton FC,2018
Kieran Gibbs,180,West Bromwich Albion,2018
İlkay Gündoğan,180,Manchester City,2018
Dion Henry,180,Crystal Palace,2018
Phil Jagielka,180,Everton FC,2018
Joshua King,180,AFC Bournemouth,2018
Shayne Lavery,180,Everton FC,2018
Chung-yong Lee,180,Crystal Palace,2018
Jake Livermore,180,West Bromwich Albion,2018
Shane Long,180,Southampton FC,2018
Matthew Lowton,180,Burnley FC,2018
Solly March,180,Brighton & Hove Albion,2018
Adrian Mariappa,180,Watford FC,2018
James McCarthy,180,Everton FC,2018
James McClean,180,West Bromwich Albion,2018
Ben Mee,180,Burnley FC,2018
James Morrison,180,West Bromwich Albion,2018
Badou Ndiaye,180,Stoke City,2018
Didier Ndong,180,Watford FC,2018
Eddie Nketiah,180,Arsenal FC,2018
Mark Noble,180,West Ham United,2018
Alex Oxlade-Chamberlain,180,Liverpool FC,2018
Mesut Özil,180,Arsenal FC,2018
Marc Pugh,180,AFC Bournemouth,2018
Erdal Rakip,180,Crystal Palace,2018
Adam Smith,180,AFC Bournemouth,2018
Daniel Sturridge,180,West Bromwich Albion,2018
Antonio Valencia,180,Manchester United,2018
Callum Wilson,180,AFC Bournemouth,2018
Wilfried Zaha,180,Crystal Palace,2018
Ryan Bertrand,179,Southampton FC,2018
 Cesc Fàbregas,179,Chelsea FC,2018
Mohamed Elneny,179,Arsenal FC,2018
 Fernandinho,179,Manchester City,2018
Anthony Georgiou,179,Tottenham Hotspur,2018
Massadio Haïdara,179,Newcastle United,2018
 João Mário,179,West Ham United,2018
Davy Klaassen,179,Everton FC,2018
Riyad Mahrez,179,Leicester City,2018
Arthur Masuaku,179,West Ham United,2018
 Nacho Monreal,179,Arsenal FC,2018
Markus Suttner,179,Brighton & Hove Albion,2018
Jamie Vardy,179,Leicester City,2018
Nikola Vlašić,179,Everton FC,2018
Jordan Williams,179,Huddersfield Town,2018
Scott Arfield,178,Burnley FC,2018
 Ayoze Pérez,178,Newcastle United,2018
 Azpilicueta,178,Chelsea FC,2018
Beni Baningime,178,Everton FC,2018
Nathan Broadhead,178,Everton FC,2018
Marcus Browne,178,West Ham United,2018
Hamza Choudhury,178,Leicester City,2018
Sam Clucas,178,Swansea City,2018
James Daly,178,Crystal Palace,2018
Charlie Daniels,178,AFC Bournemouth,2018
Tom Dele-Bashiru,178,Manchester City,2018
Vlad Dragomir,178,Arsenal FC,2018
Kenji Gorré,178,Swansea City,2018
Andre Gray,178,Watford FC,2018
 Héctor Bellerín,178,Arsenal FC,2018
Tom Ince,178,Huddersfield Town,2018
Danny Ings,178,Liverpool FC,2018
 Jesé,178,Stoke City,2018
Glen Johnson,178,Stoke City,2018
Elias Kachunga,178,Huddersfield Town,2018
Beram Kayal,178,Brighton & Hove Albion,2018
